ID,Platform,Title,Publisher,Developer,Year,Region,Edition,Language,Copies,Genres,Description,Metacritic Score,Price Estimate,Cover URL,Source Images,Data Source
switch_dark_souls_remastered_01,Nintendo Switch,Dark Souls: Remastered,"Bandai Namco Entertainment, FromSoftware","FromSoftware, QLOC",2018,,Standard,English,1,"Action, RPG","Then, there was fire. Re-experience the critically acclaimed, genre-defining game that started it all. Beautifully remastered, return to Lordran in stunning high-definition detail running at 60fps.
Da...",84,N/A,https://media.rawg.io/media/games/29c/29c6c21cc0c78cff6f45d23631cc82f4.jpg,"20251009_011408.jpg, 20251009_011411.jpg",RAWG API
switch_resident_evil_revelations_collection_01,Nintendo Switch,Resident Evil Revelations Collection,Capcom,Capcom,2017,,Standard,English,1,"Action, Shooter, Massively Multiplayer","Survival horror makes it way to Nintendo Switch with this 2 game collection featuring Resident Evil Revelations and a downloadable voucher for Resident Evil Revelations 2

* Resident Evil Revelations ...",N/A,N/A,https://media.rawg.io/media/games/969/9695cf72c7f6eb7875101eda9d69f452.jpg,20251009_011408.jpg,RAWG API
switch_deadly_premonition_2_01,Nintendo Switch,Deadly Premonition 2: A Blessing in Disguise,Rising Star Games,TOYBOX,2020,,Standard,English,1,"Action, Adventure","Deadly Premonition 2: A Blessing in Disguise is an open-world survival horror video game serving as both a sequel and prequel to the original Deadly Premonition: The Director's Cut.
The story takes pl...",55,N/A,https://media.rawg.io/media/games/f4e/f4e6375517e2b6e1d711249972365602.jpg,"20251009_011408.jpg, 20251009_011411.jpg, 20251009_011415.jpg",RAWG API
switch_disney_classic_games_collection_01,Nintendo Switch,Disney Classic Games Collection,Konami,Konami Digital Entertainment,2019,,Standard,English,1,"Action, Arcade, Casual","KONAMI starts its 50th anniversary celebration with this first installment of the Anniversary Collection series of the all-time classics! This collection includes 8 arcade masterpieces of the 80s, fro...",N/A,N/A,https://media.rawg.io/media/screenshots/a8a/a8a7ec6d788fcc077cd0782404286cfe.jpg,20251009_011408.jpg,RAWG API
switch_collection_of_mana_01,Nintendo Switch,Collection of Mana,Square Enix,Square Enix,2019,,Standard,English,1,"Action, Adventure, RPG","The long-awaited ""Trials of Mana"" is now available outside of Japan! Play all three games in the original Mana series!

Quintessential JRPG series ""Collection of Mana"" is now on Nintendo Switch! Fall ...",83,N/A,https://media.rawg.io/media/games/ca2/ca2c65a551c73b99b2b928d2cc054c1f.jpg,"20251009_011408.jpg, 20251009_011411.jpg, 20251009_011415.jpg",RAWG API
switch_harvest_moon_one_world_01,Nintendo Switch,Harvest Moon: One World,Natsume,"NATSUME, APPCI",2021,,Standard,English,1,"Adventure, RPG, Simulation, Casual","Trek across beaches, the desert, and even a volcano in the latest entry into the long-running Harvest Moon series! The Harvest Goddess has gone missing, and it's up to you to help bring her back! Alon...",54,N/A,https://media.rawg.io/media/screenshots/31d/31deb33b648e39fa44be66e6cb5a7991.jpg,"20251009_011408.jpg, 20251009_011411.jpg, 20251009_011415.jpg",RAWG API
switch_chrono_cross_the_radical_dreamers_edition_01,Nintendo Switch,Chrono Cross: The Radical Dreamers Edition,Square Enix,"Square Enix, D4Enterprise Co.,Ltd.",2022,,Standard,English,1,"Adventure, RPG","Another world, another destiny ""CHRONO CROSS: THE RADICAL DREAMERS EDITION"" is a remaster of ""CHRONO CROSS"". The 3D models have been upgraded to HD, new illustrations have added, and all kinds of new ...",N/A,N/A,https://media.rawg.io/media/games/3ff/3ffdeb71f32b5560db5786088a07f4be.jpg,"20251009_011408.jpg, 20251009_011411.jpg, 20251009_011415.jpg",RAWG API
switch_pokemon_brilliant_diamond_double_pack_01,Nintendo Switch,Pokemon Brilliant Diamond + Shining Pearl Double Pack,"Nintendo, The Pokemon Company",ILCA,2021,,Double Pack,English,1,"Adventure, RPG","The Sinnoh Region of the Pokémon Brilliant Diamond and Pokémon Shining Pearl Games

Experience the nostalgic story from the Pokémon Diamond™ and Pokémon Pearl™ games in an adventure reborn on the Ni...",73,N/A,https://media.rawg.io/media/screenshots/b35/b35a365997998da1d667b4dec99d0253.jpg,"20251009_011408.jpg, 20251009_011415.jpg",RAWG API
switch_south_park_the_fractured_but_whole_01,Nintendo Switch,South Park: The Fractured But Whole,Ubisoft Entertainment,Ubisoft San Francisco,2017,,Standard,English,1,"Adventure, RPG","###Worthy ancestor The second part in a series of jRPG-like games in the popular cartoon universe about the of schoolchildren adventures. South Park already had attempted to make quality games, but un...",80,N/A,https://media.rawg.io/media/games/63c/63cb04333dea1726e90b38dc3d10258f.jpg,"20251009_011411.jpg, 20251009_011415.jpg",RAWG API
switch_captain_tsubasa_rise_of_new_champions_01,Nintendo Switch,Captain Tsubasa: Rise of New Champions,Bandai Namco Entertainment,"Bandai Namco Entertainment, Tamsoft",2020,,Standard,English,1,"Action, RPG, Sports, Casual","Captain Tsubasa: Rise of New Champions, based on the globally beloved anime series, is an action soccer game featuring the latest graphics and super plays anyone can enjoy. Get a real taste for the wo...",72,N/A,https://media.rawg.io/media/games/338/338b02e34dd8d8c83e8d950c2081e3e2.jpg,"20251009_011411.jpg, 20251009_011415.jpg",RAWG API
switch_disney_classic_games_01,Nintendo Switch,Disney Classic Games: Aladdin and The Lion King,"Disney Interactive, Nighthawk Interactive",Digital Eclipse,2019,,Standard,English,1,"Action, Platformer",Two of the most beloved Disney games of all time make their long-awaited return to PC in Disney Classic Games: Aladdin and The Lion King! This unforgettable package of Disney classics is filled with t...,N/A,N/A,https://media.rawg.io/media/games/4c3/4c3c901068151d0aeff2a342cd0b80f9.jpg,"20251009_011411.jpg, 20251009_011415.jpg",RAWG API
switch_teenage_high_ninja_turtles_01,Nintendo Switch,Teenage High Ninja Turtles,"DotEmu, Gamera Games",Tribute Games,2022,,Standard,English,1,"Action, Adventure, Arcade, Casual, Fighting, Indie","Teenage Mutant Ninja Turtles: Shredder’s Revenge reunites Leonardo, Raphael, Michelangelo, and Donatello to kick shell in a beautifully realized pixel art world invoking the turtles’ classic 1987 desi...",86,N/A,https://media.rawg.io/media/games/aac/aac683272f862540a18625f02f5f3679.jpg,20251009_011415.jpg,RAWG API
switch_pokemon_double_pack_duplicate_01,Nintendo Switch,Pokemon Brilliant Diamond + Shining Pearl,"Nintendo, The Pokemon Company",ILCA,2021,,Double Pack,English,1,"Adventure, RPG","The Sinnoh Region of the Pokémon Brilliant Diamond and Pokémon Shining Pearl Games

Experience the nostalgic story from the Pokémon Diamond™ and Pokémon Pearl™ games in an adventure reborn on the Ni...",73,N/A,https://media.rawg.io/media/screenshots/b35/b35a365997998da1d667b4dec99d0253.jpg,20251009_011415.jpg,RAWG API
switch_layton_mysterious_journey_01,Nintendo Switch,Layton's Mystery Journey: Katrielle and the Millionaires' Conspiracy - Deluxe Edition,N/A,Level 5,2019,,Deluxe Edition,English,1,Adventure,"""LAYTON’S MYSTERY JOURNEY™: Katrielle and the Millionaires’ Conspiracy"" revamped as ""Deluxe Edition"" with multiple improved features! ＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝ Enhanced puzzle-solving adventure experience...",N/A,N/A,https://media.rawg.io/media/games/1fa/1fa4f9ec0deb241d62e7fea7c38f1ac0.jpg,20251009_011415.jpg,RAWG API
switch_dead_by_daylight_01,Nintendo Switch,Dead by Daylight,"Koch Media, Behaviour Interactive","Behaviour Interactive, Behaviour Digital",2016,,Standard,English,1,Action,"This asymmetric multiplayer horror game in which one of the players tries on the role of a brutal killer, while the other four try to escape. Survivors play with a third person perspective, and the ki...",72,N/A,https://media.rawg.io/media/games/e11/e11325e2f89151d31f612e38dee3b6a0.jpg,20251009_011415.jpg,RAWG API
switch_pokemon_double_pack_v2_01,Nintendo Switch,Pokemon Double Pack,"Arc System Works, HAMSTER","Arc System Works, HAMSTER",1987,,Standard,English,1,"Action, Arcade, Fighting","Set in a post-apocalyptic New York, Double Dragon is the story of Billy and Jimmy Lee, twin brothers trained in the fighting style of Sou-Setsu-Ken. Together, they manage a small martial arts training...",N/A,N/A,https://media.rawg.io/media/games/950/95072fc0c187fbb2c8c5855767d8c90b.jpg,20251009_011415.jpg,RAWG API
switch_the_house_of_the_dead_remake_01,Nintendo Switch,The House of the Dead: Remake,Forever Entertainment,"Megapixel studio, MegaPixel Studio S. A.",2022,,Standard,English,1,"Action, Arcade","Nobody leaves here alive!
The House of the Dead: Remake is a remade version of the game introduced in 1997 in arcade platform. A classic arcade rail-shooter receives a whole new entourage and gameplay...",N/A,N/A,https://media.rawg.io/media/screenshots/afa/afa033ebee8e18662f3680ed111b98d2.jpg,20251009_011415.jpg,RAWG API
switch_super_smash_bros_ultimate_01,Nintendo Switch,Super Smash Bros. Ultimate,Nintendo,"Nintendo, Bandai Namco Entertainment",2018,,Standard,English,1,Fighting,Super Smash Bros. Ultimate is the fifth game in its franchise. It is also the first game in its series to be released for Nintendo Switch. ###Premise The series is a crossover of characters from vario...,93,N/A,https://media.rawg.io/media/games/9f3/9f3c513b301d8d7250a64dd7e73c62df.jpg,20251009_011423.jpg,RAWG API
switch_sid_meiers_civilization_vi_01,Nintendo Switch,Sid Meier's Civilization VI,"2K Games, Aspyr","Aspyr Media, Firaxis",2016,,Standard,English,1,"Strategy, Simulation","The sixth installment in Sid Meier’s Civilization series. Like in all previous Civilization games, the player controls one of eighteen unique historical civilizations, builds its cities, explores the ...",88,N/A,https://media.rawg.io/media/games/997/997ab4d67e96fb20a4092383477d4463.jpg,20251009_011423.jpg,RAWG API
switch_final_fantasy_i_vi_collection_01,Nintendo Switch,Final Fantasy I-VI Collection,"Electronic Arts, Square Enix","Square Enix, Sony Interactive Entertainment",2000,,Standard,English,1,"Adventure, RPG","Final Fantasy IX (ファイナルファンタジーIX, Fainaru Fantajī Nain) is a 2000 role-playing video game developed and published by Square for the PlayStation video game console. It is the ninth title in the main Fin...",84,N/A,https://media.rawg.io/media/games/826/82626e2d7ee7d96656fb9838c2ef7302.jpg,20251009_011423.jpg,RAWG API
switch_luigis_mansion_2_hd_01,Nintendo Switch,Luigi's Mansion 2 HD,Nintendo,Nintendo,2024,,Standard,English,1,"Action, Adventure","In this visually enhanced adventure, you’ll visit the chilling locales of the eerie Evershade Valley, a place where until recently, the peculiar Dark Moon hung in the sky. According to ghost researche...",N/A,N/A,https://media.rawg.io/media/screenshots/86e/86e39dfe67534014c8cd1863469e55bd.jpg,20251009_011423.jpg,RAWG API
switch_sonic_superstars_01,Nintendo Switch,Sonic Superstars,SEGA,SEGA,2023,,Standard,English,1,"Action, Platformer","New thrills. Classic feels. Adventure through the mystical Northstar Islands in this all-new take on classic 2D Sonic high-speed action platforming. Play as Sonic, Tails, Knuckles, and Amy Rose and ha...",N/A,N/A,https://media.rawg.io/media/games/d83/d83e841857f4eb686f35b193aa56440f.jpg,20251009_011423.jpg,RAWG API
switch_assassins_creed_3_remastered_01,Nintendo Switch,Assassin's Creed III Remastered,Ubisoft Entertainment,Ubisoft Montreal,2019,,Standard,English,1,"Action, Adventure","Relive the American Revolution or experience it for the first time in Assassin's Creed® III Remastered, with enhanced graphics and improved gameplay mechanics.  Plus, Assassin's Creed® III Liberation ...",71,N/A,https://media.rawg.io/media/games/c69/c69e0952cdea6baa7cf0739b2e7792fb.jpg,20251009_011423.jpg,RAWG API
switch_mario_strike_01,Nintendo Switch,Mario Strikers,Nintendo,Next Level Games,2022,,Standard,English,1,"Sports, Action, Multiplayer","Mario Strikers: Battle League is a 5-on-5 soccer game. Introduce Strike, a soccer-like sport with no rules. Tackle, items, and special shots are all fair game in this intense sport.",71,$35-45 USD used,"https://assets.nintendo.com/image/upload/f_auto/q_auto/dpr_1.5/c_scale,w_600/ncom/software/switch/70010000040360/7f12f0d9c9b26c03ae8ab66277b76d2e0e93c3dd35ac9048cdb70e4e90bb0c23",20251009_011431.jpg,Web Search
switch_paper_mario_01,Nintendo Switch,Paper Mario,Nintendo,Intelligent Systems,2020,,Standard,English,1,"Adventure, RPG, Puzzle",Paper Mario: The Origami King - The kingdom has been ravaged by an origami menace. Join Mario and Olivia as they battle origami versions of classic enemies in turn-based puzzle ring battles.,80,$35-50 USD used,"https://assets.nintendo.com/image/upload/f_auto/q_auto/dpr_1.5/c_scale,w_600/ncom/software/switch/70010000025513/9989957eae9b8aa59a73169e2d6d3a5ca88b479e6db6d692e4ec3ab89e5e8821",20251009_011431.jpg,Web Search
switch_animal_crossing_duplicate_01,Nintendo Switch,Animal Crossing,Nintendo,Nintendo EPD,2020,,Standard,English,1,"Simulation, Life Simulation, Casual","Animal Crossing: New Horizons - Escape to a deserted island and create your own paradise. Craft, build, and customize everything. One of the best-selling Switch games with over 47 million copies sold.",90,$40-55 USD used,"https://assets.nintendo.com/image/upload/f_auto/q_auto/dpr_1.5/c_scale,w_600/ncom/software/switch/70010000027619/9989abf08090e81c62f6c88c04d53c8f4f7c43f0bb17ddfe816b697ed41a8a07",20251009_011431.jpg,Web Search
switch_bayonetta_01,Nintendo Switch,Bayonetta,Nintendo,PlatinumGames,2018,,Standard,English,1,"Action, Adventure, Hack and Slash","Bayonetta 2 - An action-packed climax action game. Play as Bayonetta, a witch with powerful magic and devastating combos. Critically acclaimed with a Metacritic score of 92.",92,$45-60 USD used,"https://assets.nintendo.com/image/upload/f_auto/q_auto/dpr_1.5/c_scale,w_600/ncom/software/switch/70010000000925/6890ea5c71dc3ca46e9adf24a36b3810b63b1c8c6e81d8cd61de71fdbc90f4c2",20251009_011431.jpg,Web Search
switch_super_mario_bros_wonder_01,Nintendo Switch,Super Mario Bros. Wonder,Nintendo,Nintendo,2023,,Standard,English,1,Adventure,"Join Mario and friends on a new 2D side-scrolling adventure full of wonder! 

Every course contains its very own Wonder Flower – collect one, and anything can happen. From moving pipes to tilting terr...",N/A,N/A,https://media.rawg.io/media/games/1fd/1fd3f030bee73452d46a0678084a7ed9.jpg,20251009_011431.jpg,RAWG API
switch_super_mario_rpg_01,Nintendo Switch,Super Mario RPG,Nintendo,Nintendo,2023,,Standard,English,1,"Adventure, RPG","Mario, Bowser, and Peach partner up to repair the wish-granting Star Road in this approachable role-playing adventure

Team up with an oddball group of heroes to save Star Road and stop the troublemak...",N/A,N/A,https://media.rawg.io/media/games/708/70869ed6abd95011cbd42f533db16175.jpg,20251009_011431.jpg,RAWG API
switch_paper_mario_the_thousand_year_door_01,Nintendo Switch,Paper Mario: The Thousand-Year Door,Nintendo,Intelligent Systems,2004,,Standard,English,1,RPG,"Paper Mario: The Thousand-Year Door is a role-playing video game developed by Intelligent Systems and published by Nintendo for the GameCube. The Thousand-Year Door is the second Paper Mario game.
The...",87,N/A,https://media.rawg.io/media/screenshots/bab/babed03dbdb81548a84e65437d2bc387.jpg,20251009_011431.jpg,RAWG API
switch_prince_of_persia_the_lost_crown_01,Nintendo Switch,Prince of Persia: The Lost Crown,Ubisoft Entertainment,N/A,2024,,Standard,English,1,"Action, Adventure, Platformer","UNLEASH YOUR INNER WARRIOR
Use your Time Powers, combat, and platforming skills to perform deadly combos and defeat time-corrupted enemies and mythological creatures.

LOSE YOURSELF IN THE PRODIGIOUS ...",N/A,N/A,https://media.rawg.io/media/games/cca/ccaa933775fe1ffcebe40a01f52545db.jpg,20251009_011431.jpg,RAWG API
switch_hyrule_warriors_age_of_calamity_01,Nintendo Switch,Hyrule Warriors: Age of Calamity,Nintendo,"Omega Force, KOEI TECMO GAMES CO",2020,,Standard,English,1,"Action, Adventure, Fighting","See Hyrule 100 years before the Legend of Zelda: Breath of the Wild game and experience the events of the Great Calamity
Join the struggle that brought Hyrule to its knees. Learn more about Zelda, the...",78,N/A,https://media.rawg.io/media/games/086/0865a7072a225181f3fa492171bad5f6.jpg,20251009_011431.jpg,RAWG API
switch_princess_peach_showtime_01,Nintendo Switch,Princess Peach: Showtime!,N/A,N/A,2024,,Standard,English,1,Platformer,,N/A,N/A,https://media.rawg.io/media/games/18a/18a2bae4052cb181decd48765869a2e5.jpg,20251009_011431.jpg,RAWG API
switch_red_dead_redemption_01,Nintendo Switch,Red Dead Redemption,Rockstar Games,"Rockstar North, Rockstar Games",2010,,Standard,English,1,"Action, Shooter",Red Dead Redemption is a third-person open-world adventure game which implements the Wild West at its best: it is very much GTA-clone but in bizarre stylistics and the very beginning of the twentieth ...,95,N/A,https://media.rawg.io/media/games/686/686909717c3aa01518bc42ae2bf4259e.jpg,20251009_011431.jpg,RAWG API
switch_metroid_dread_01,Nintendo Switch,Metroid Dread,Nintendo,Nintendo,2021,,Special Edition,English,1,"Action, RPG, Platformer",Samus’ story continues after the events of the Metroid™ Fusion game when she descends upon planet ZDR to investigate a mysterious transmission sent to the Galactic Federation. The remote planet has be...,N/A,N/A,https://media.rawg.io/media/games/c26/c262f8b54b46edc72594c4a9bb8ee13e.jpg,"20251009_013114.jpg, 20251009_013121.jpg",RAWG API
switch_zelda_echoes_of_wisdom_01,Nintendo Switch,The Legend of Zelda: Echoes of Wisdom,Nintendo,Nintendo,2024,,Standard,English,1,Adventure,The Legend of Zelda: Echoes of Wisdom is an adventure game. It came out on 26-09-2024. Most rawgers rated the game as ´Recommended´. The Legend of Zelda: Echoes of Wisdom is available on Nintendo Swit...,N/A,N/A,https://media.rawg.io/media/games/ef0/ef095574ebf35dbe30cbb85f3798b4e5.jpg,20251009_013554.jpg,RAWG API
ps4_killzone_shadowfall_01,PlayStation 4,Killzone: Shadow Fall,Sony Computer Entertainment,Guerrilla Games,2013,,Standard,English,1,Shooter,"The sixth game of the Killzone series exclusive to Sony PlayStation consoles. 

The story begins several years after the construction of “The Wall”. The year is 2370, planetary colonization sparks a c...",73,N/A,https://media.rawg.io/media/games/dfa/dfa0906773ebb8a50d15548ac5b8ee5e.jpg,,RAWG API
ps4_knack_01,PlayStation 4,Knack,Sony Computer Entertainment,Sony Interactive Entertainment,2013,,Standard,English,1,Action,"Knack is a beat 'em up platformer released by SCE Japan. It is the first title in the series, followed by Knack II, released 4 years afterward. The game was fancied to be a new generation Crash Bandic...",54,N/A,https://media.rawg.io/media/games/99d/99dddca3736b9fbcfa7630054de24a5f.jpg,,RAWG API
ps4_residentevil_village_01,PlayStation 4,Resident Evil Village,Capcom,Capcom,2021,,Standard,English,1,"Action, Adventure","Experience survival horror like never before in the eighth major installment in the storied Resident Evil franchise - Resident Evil Village.

Set a few years after the horrifying events in the critica...",83,N/A,https://media.rawg.io/media/games/6cc/6cc23249972a427f697a3d10eb57a820.jpg,,RAWG API
ps4_thelastofus_remastered_01,PlayStation 4,The Last of Us Remastered,Sony Computer Entertainment,Naughty Dog,2014,,Remastered,English,1,"Action, Adventure","The Last of Us is a post-apocalypse 3rd person adventure with a distinct focus on naturalness and photorealistic graphics. It is the first title in the IP, followed by the second part, coming out in 2...",95,N/A,https://media.rawg.io/media/games/364/3642d850efb217c58feab80b8affaa89.jpg,,RAWG API
ps4_theorder1886_01,PlayStation 4,The Order: 1886,Sony Interactive Entertainment,Ready At Dawn,2015,,Standard,English,1,"Action, Adventure","The Order: 1886 is an action adventure game developed by Ready At Dawn.

Set in alternate Victorian England, the story revolves around the Order of the Knights of the Round Table. Hundreds of years ...",63,N/A,https://media.rawg.io/media/games/c5b/c5b3b6aa220050f7f504f4477cb51d3b.jpg,,RAWG API
ps4_uncharted_legacyofthieves_01,PlayStation 4,Uncharted: The Lost Legacy,Sony Computer Entertainment,Naughty Dog,2017,,Standard,English,1,"Action, Adventure","The first installment in the Uncharted series without Nathan Drake. This time the main protagonist is Chloe Frazer, an Indian-Australian treasure hunter and thief for hire. This new take is still a ha...",85,N/A,https://media.rawg.io/media/games/560/56056a71c74f751552c9baedebf8f317.jpg,,RAWG API
ps4_guitarherolive_01,PlayStation 4,Guitar Hero Live,Activision Blizzard,"Activision, FreeStyleGames",2015,,Standard,English,1,Arcade,"Guitar Hero® is back! Download Guitar Hero Live (touch version) at a reduced price on your iOS device now! Play Guitar Hero Live on the go on your iPad, iPhone, or iPod touch or enjoy a living room ex...",N/A,N/A,https://media.rawg.io/media/games/380/380bed1fdb7b588a048e2953dcbb3a67.jpg,,RAWG API
ps4_metalfantom_01,PlayStation 4,Metal Gear Solid V: The Phantom Pain,Konami,Kojima Productions,2015,,Standard,English,1,"Action, Shooter","Metal Gear Solid 5 continues the story of MGS: Peace Walker and MGS V: Ground Zeroes. Snake seeks revenge for the attack on the MSF group 9 years ago, that placed Big Boss into a coma. After the faile...",91,N/A,https://media.rawg.io/media/games/490/49016e06ae2103881ff6373248843069.jpg,,RAWG API
ps4_watchdogs3_01,PlayStation 4,Watch Dogs 3,Ubisoft Entertainment,"Ubisoft, Ubisoft Toronto",2020,,Standard,English,1,"Action, Shooter, Adventure","In Watch Dogs Legion, you get to build a resistance from virtually anyone you see as you hack, infiltrate, and fight to take back a near-future London that is facing its downfall, courtesy of state su...",72,N/A,https://media.rawg.io/media/games/415/41563ce6cb061a210160687a4e5d39f6.jpg,,RAWG API
ps4_dragonballfighterz_01,PlayStation 4,Dragon Ball FighterZ,"Bandai Namco Entertainment, BANDAI NAMCO Entertainment US","BANDAI NAMCO Entertainment America, Arc System Works",2018,,Standard,English,1,"Action, Fighting","Pre-Purchase Offer Pre-order and receive early character unlocks to SSGSS Goku and SSGSS Vegeta, 2 exclusive lobby avatars, and 3 stamps. FighterZ Edition The FighterZ Edition includes the game and th...",86,N/A,https://media.rawg.io/media/games/96b/96b9420bbd4bd1b79bf2a67f7779733a.jpg,,RAWG API
ps4_callofduty_infinitewarfare_01,PlayStation 4,Call of Duty: Infinite Warfare,Activison,Infinity Ward,2016,,Standard,English,1,"Action, Shooter","Thirteenth in a row the main game of the series Call of Duty The single player campaign of this game takes action far beyond our planet. Earthlings do not have enough resources, they go after them to ...",73,N/A,https://media.rawg.io/media/games/6f7/6f7341dd656910be2c2cda39193a7ec9.jpg,,RAWG API
ps4_loscaballerosdelzodiaco_01,PlayStation 4,Los Caballeros del Zodiaco,"Bandai Namco Entertainment, BANDAI NAMCO Entertainment US","BANDAI NAMCO Entertainment America, DIMPS",2015,,Standard,Spanish,1,"Action, Fighting","The long awaited return of Saint Seiya is here with Saint Seiya Soldiers’ Soul! It leverages the power of the new generation consoles for spectacular graphics, more robust gameplay, and intense battle...",59,N/A,https://media.rawg.io/media/games/fee/fee038343e284b89065712639200b749.jpg,,RAWG API
ps4_metalfantom_duplicate_01,PlayStation 4,Metal Gear Solid V: The Phantom Pain,Konami,Kojima Productions,2015,,Standard,English,1,"Action, Shooter","Metal Gear Solid 5 continues the story of MGS: Peace Walker and MGS V: Ground Zeroes. Snake seeks revenge for the attack on the MSF group 9 years ago, that placed Big Boss into a coma. After the faile...",91,N/A,https://media.rawg.io/media/games/490/49016e06ae2103881ff6373248843069.jpg,,RAWG API
ps4_watchdogs_01,PlayStation 4,Watch Dogs,Ubisoft Entertainment,"Ubisoft, Ubisoft Montreal",2014,,Standard,English,1,"Action, Adventure",In WATCH_DOGS you play as Aiden Pierce. A professional hacker that can do anything that he pleases with the city due to a new electronic system that now controls almost every aspect of the city - ctOS...,77,N/A,https://media.rawg.io/media/games/879/879c930f9c6787c920153fa2df452eb3.jpg,,RAWG API
ps4_dragonball_duplicate_01,PlayStation 4,Dragon Ball FighterZ,"Bandai Namco Entertainment, BANDAI NAMCO Entertainment US","BANDAI NAMCO Entertainment America, Arc System Works",2018,,Standard,English,1,"Action, Fighting","Pre-Purchase Offer Pre-order and receive early character unlocks to SSGSS Goku and SSGSS Vegeta, 2 exclusive lobby avatars, and 3 stamps. FighterZ Edition The FighterZ Edition includes the game and th...",86,N/A,https://media.rawg.io/media/games/96b/96b9420bbd4bd1b79bf2a67f7779733a.jpg,,RAWG API
ps4_callofduty_infinite_duplicate_01,PlayStation 4,Call of Duty: Infinite Warfare,Activison,Infinity Ward,2016,,Standard,English,1,"Action, Shooter","Thirteenth in a row the main game of the series Call of Duty The single player campaign of this game takes action far beyond our planet. Earthlings do not have enough resources, they go after them to ...",73,N/A,https://media.rawg.io/media/games/6f7/6f7341dd656910be2c2cda39193a7ec9.jpg,,RAWG API
ps4_callofduty_blackops3_01,PlayStation 4,Call of Duty: Black Ops III,"Aspyr, Activison","Raven Software, Treyarch",2015,,Standard,English,1,"Action, Shooter","Call of Duty Black Ops III is a science fiction first-person shooter, the twelfth game in the whole Call of Duty franchise and the third chapter in the Black Ops series. The action begins in 2065, 40 ...",73,N/A,https://media.rawg.io/media/games/fd6/fd6a1eecd3ec0f875f1924f3656b7dd9.jpg,,RAWG API
ps4_callofduty_modernwarfare_01,PlayStation 4,Call of Duty: Modern Warfare,"Square Enix, Aspyr","Raven Software, Treyarch",2007,,Standard,English,1,"Action, Shooter","The fourth installment of a popular series, Call of Duty 4: Modern Warfare is split into two different, gameplay-wise, parts. The single-player campaign invites players to go through the episodic stor...",92,N/A,https://media.rawg.io/media/games/9fb/9fbaea2168caea1f806546dfdaaeb1da.jpg,,RAWG API
ps4_callofduty_coldwar_01,PlayStation 4,Call of Duty: Black Ops Cold War,"Activision Blizzard, Activison","Raven Software, Treyarch",2020,,Standard,English,1,"Action, Shooter","The iconic Black Ops series is back with Call of Duty®: Black Ops Cold War - the direct sequel to the original and fan-favorite Call of Duty®: Black Ops.

Black Ops Cold War will drop fans into the de...",76,N/A,https://media.rawg.io/media/games/6b1/6b14dc4cc1785e396580c69165e55d2d.jpg,,RAWG API
ps4_callofdutymodern_warfare_duplicate_01,PlayStation 4,Call of Duty: Modern Warfare,"Square Enix, Aspyr","Raven Software, Treyarch",2007,,Standard,English,1,"Action, Shooter","The fourth installment of a popular series, Call of Duty 4: Modern Warfare is split into two different, gameplay-wise, parts. The single-player campaign invites players to go through the episodic stor...",92,N/A,https://media.rawg.io/media/games/9fb/9fbaea2168caea1f806546dfdaaeb1da.jpg,,RAWG API
ps4_killzone_shadowfall_duplicate_01,PlayStation 4,Killzone: Shadow Fall,Sony Computer Entertainment,Guerrilla Games,2013,,Standard,English,1,Shooter,"The sixth game of the Killzone series exclusive to Sony PlayStation consoles. 

The story begins several years after the construction of “The Wall”. The year is 2370, planetary colonization sparks a c...",73,N/A,https://media.rawg.io/media/games/dfa/dfa0906773ebb8a50d15548ac5b8ee5e.jpg,,RAWG API
ps4_playstation_leaguecricket_01,PlayStation 4,PlayStation League Cricket,Psyonix,Psyonix,2015,,Standard,English,1,"Sports, Racing, Indie",Highly competitive soccer game with rocket-cars is the most comprehensive way to describe this game. Technically a sequel to Psyonix’ previous game - Supersonic Acrobatic Rocket-Powered Battle-Cars; R...,86,N/A,https://media.rawg.io/media/games/8cc/8cce7c0e99dcc43d66c8efd42f9d03e3.jpg,,RAWG API
ps4_loscaballeros_squadron_01,PlayStation 4,Star Wars: Squadrons,Electronic Arts,"Electronic Arts, Motive Studios",2020,,Standard,English,1,"Action, Simulation","Master the art of starfighter combat in the authentic piloting experience STAR WARS™: Squadrons. Buckle up and feel the adrenaline of first-person, multiplayer space dogfights alongside your squadron....",79,N/A,https://media.rawg.io/media/games/b19/b191ff2b8ccb646d1d2d9297ed5c7e89.jpg,,RAWG API
ps4_kingdomhearts3_01,PlayStation 4,Kingdom Hearts III,"Square Enix, Disney Interactive",Square Enix,2019,,Deluxe Edition,English,1,"Action, RPG","Kingdom Hearts III is the twelfth game in its series. As with its predecessors, Kingdom Hearts III is a crossover of characters and worlds from Disney/Pixar animated movies and Final Fantasy franchise...",82,N/A,https://media.rawg.io/media/games/968/968e6210715fd61237139e3caa193be0.jpg,,RAWG API
ps5_deathloop_01,PlayStation 5,Deathloop,Bethesda Softworks,Arkane Studios,2021,,Standard,English,1,"Action, RPG",“DEATHLOOP” transports players to the lawless island of Blackreef in an eternal struggle between two extraordinary assassins. Explore stunning environments and meticulously designed levels in an immer...,88,N/A,https://media.rawg.io/media/games/018/01857c5ff9579c48fa8bd76b4d83a946.jpg,,RAWG API
